CIRCOSCRIZIONE,COMUNE,ELETTORI,ELETTORI_MASCHI,VOTANTI,VOTANTI_MASCHI,SCHEDE_BIANCHE,CASAPOUND ITALIA,IL POPOLO DELLA FAMIGLIA,NOI CON L'ITALIA - UDC,LEGA,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,+EUROPA,PARTITO DEMOCRATICO,ITALIA EUROPA INSIEME,CIVICA POPOLARE LORENZIN,LIBERI E UGUALI,PARTITO VALORE UMANO,POTERE AL POPOLO!,MOVIMENTO 5 STELLE,ITALIA AGLI ITALIANI,PARTITO REPUBBLICANO ITALIANO - ALA,10 VOLTE MEGLIO,PER UNA SINISTRA RIVOLUZIONARIA,GRANDE NORD,BLOCCO NAZIONALE PER LE LIBERTA',ITALIA NEL CUORE,RINASCIMENTO MIR,LISTA DEL POPOLO PER LA COSTITUZIONE,PATTO PER L'AUTONOMIA,SIAMO,PARTITO COMUNISTA,AUTODETERMINATZIONE,SVP - PATT,PD-UV-UVP-EPAV,POUR TOUS PER TUTTI PE TCHEUT,FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA,RISPOSTA CIVICA,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
EMILIA-ROMAGNA,LAMA MOCOGNO,2170,1070,1627,845,17,7,6,8,475,209,52,13,376,9,9,27,0,9,327,15,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,407,45.728334357713585,25.015365703749232
EMILIA-ROMAGNA,MARANELLO,13302,6590,10635,5378,111,46,66,56,1876,998,327,198,2444,59,62,337,0,48,3404,49,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257,2763,30.625293841090738,25.9802538787024
EMILIA-ROMAGNA,MARANO SUL PANARO,3760,1846,3042,1548,37,22,20,13,724,265,79,44,702,15,11,69,0,24,885,16,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,772,35.53583168967784,25.378040762656145
EMILIA-ROMAGNA,MONTECRETO,750,393,544,297,11,6,2,3,154,66,27,6,128,3,4,16,0,2,92,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,141,45.955882352941174,25.919117647058826
EMILIA-ROMAGNA,MONTEFIORINO,1777,907,1311,719,21,6,3,10,285,173,30,16,305,14,9,36,0,6,335,6,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,344,37.986270022883296,26.239511823035848
EMILIA-ROMAGNA,MONTESE,2543,1271,1904,999,31,13,11,23,554,181,63,32,464,9,11,44,0,6,352,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,516,43.11974789915966,27.100840336134453
EMILIA-ROMAGNA,PALAGANO,1704,831,1258,633,28,14,6,8,365,136,31,21,266,6,6,35,0,3,262,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,299,42.92527821939587,23.767885532591414
EMILIA-ROMAGNA,PAVULLO NEL FRIGNANO,12931,6398,9869,5070,132,54,27,67,2524,1102,407,163,2053,41,45,221,0,54,2410,48,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,2302,41.54422940520823,23.32556490019252
EMILIA-ROMAGNA,PIEVEPELAGO,1770,898,1265,681,16,11,18,6,436,143,69,5,179,12,4,22,0,7,275,9,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,200,51.69960474308301,15.810276679841898
EMILIA-ROMAGNA,POLINAGO,1297,652,919,501,17,9,8,14,273,102,25,13,159,1,3,28,0,5,214,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,176,45.04896626768226,19.1512513601741
EMILIA-ROMAGNA,PRIGNANO SULLA SECCHIA,3017,1531,2427,1256,45,24,9,18,706,244,71,31,358,34,11,54,0,20,643,14,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,434,42.81005356407087,17.882159044087352
EMILIA-ROMAGNA,RIOLUNATO,578,309,430,237,2,3,7,4,146,58,25,3,83,0,1,11,0,2,59,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,87,54.18604651162791,20.232558139534884
EMILIA-ROMAGNA,SAN CESARIO SUL PANARO,4959,2479,3991,2038,30,16,10,11,678,259,101,107,1211,33,20,148,0,35,1127,17,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,1371,26.284139313455274,34.35229265848158
EMILIA-ROMAGNA,SASSUOLO,29756,14376,23370,11544,251,119,136,181,4662,2703,745,519,5140,123,96,551,0,124,6557,111,26,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8291,5878,35.477107402652976,25.151904150620453
EMILIA-ROMAGNA,SAVIGNANO SUL PANARO,6700,3268,5456,2743,70,24,28,24,972,464,119,101,1571,23,24,188,0,53,1504,23,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,1719,28.940615835777127,31.50659824046921
EMILIA-ROMAGNA,SERRAMAZZONI,6224,3197,4682,2486,47,26,28,27,1340,526,144,72,754,19,15,100,0,24,1316,30,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,860,43.5070482699701,18.36821870995301
EMILIA-ROMAGNA,SESTOLA,2061,1043,1516,805,31,9,3,24,416,170,52,20,351,6,6,36,0,4,332,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,383,43.66754617414248,25.26385224274406
EMILIA-ROMAGNA,SPILAMBERTO,8874,4351,7190,3626,101,39,51,24,1308,510,142,154,2153,55,33,310,0,86,1899,32,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,2395,27.593880389429764,33.31015299026426
EMILIA-ROMAGNA,VIGNOLA,17520,8389,13861,6767,150,99,46,47,2890,1219,322,377,3723,87,61,482,0,86,3555,43,13,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4478,4248,32.306471394560276,30.647139456027706
EMILIA-ROMAGNA,ZOCCA,3472,1766,2615,1365,39,19,8,18,649,328,73,46,603,12,11,59,0,29,583,14,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,672,40.84130019120459,25.697896749521988
EMILIA-ROMAGNA,BORGO TOSSIGNANO,2412,1192,1919,968,22,6,6,5,285,140,60,37,460,10,2,53,0,29,705,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,490,509,25.534132360604485,26.52423137050547
EMILIA-ROMAGNA,CAMUGNANO,1557,786,1176,644,16,12,4,4,326,118,37,19,284,2,2,32,0,8,236,5,1,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,485,307,41.24149659863946,26.105442176870746
EMILIA-ROMAGNA,CASALFIUMANESE,2566,1297,2070,1049,31,15,11,10,340,148,44,35,589,4,12,69,0,16,625,10,2,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,542,640,26.183574879227052,30.917874396135264
EMILIA-ROMAGNA,CASTEL DEL RIO,915,448,699,359,11,8,4,2,129,70,29,8,254,5,2,20,0,7,120,2,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,230,269,32.904148783977114,38.483547925608015
EMILIA-ROMAGNA,CASTEL GUELFO DI BOLOGNA,3412,1699,2731,1403,15,18,29,17,435,254,79,58,710,14,8,86,0,7,838,9,1,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,785,790,28.744049798608568,28.927132918344928
EMILIA-ROMAGNA,CASTEL SAN PIETRO TERME,16233,7875,13144,6557,128,54,100,47,2048,1112,377,353,3917,85,72,580,0,122,3371,61,14,0,19,0,0,0,0,0,0,0,111,0,0,0,0,0,0,3584,4427,27.267194157029824,33.68076688983567
EMILIA-ROMAGNA,CASTIGLIONE DEI PEPOLI,4364,2189,3364,1775,44,12,14,14,770,301,98,55,950,10,12,96,0,27,768,10,1,0,3,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1183,1027,35.166468489892985,30.529131985731272
EMILIA-ROMAGNA,DOZZA,5013,2458,3867,1937,34,14,47,39,660,395,112,76,863,24,22,142,0,23,1125,11,5,0,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1206,985,31.18696664080683,25.47194207395914
EMILIA-ROMAGNA,FONTANELICE,1438,716,1195,610,19,4,5,8,295,84,34,17,286,10,0,33,0,12,284,7,4,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,421,313,35.23012552301255,26.19246861924686
EMILIA-ROMAGNA,GRIZZANA MORANDI,3005,1567,2317,1222,27,6,11,6,397,180,57,48,583,12,7,83,0,40,693,11,1,0,6,0,0,0,0,0,0,0,32,0,0,0,0,0,0,640,650,27.62192490289167,28.05351747949935
EMILIA-ROMAGNA,IMOLA,53213,25565,42375,20915,396,185,403,248,6081,3358,1071,1296,11884,335,291,2122,0,557,11700,135,55,0,51,0,0,0,0,0,0,0,318,0,0,0,0,0,0,10758,13806,25.387610619469026,32.580530973451324
EMILIA-ROMAGNA,LOIANO,3369,1715,2539,1329,27,25,9,13,503,216,109,63,619,16,3,75,0,33,645,12,2,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,841,701,33.12327688066168,27.60929499803072
EMILIA-ROMAGNA,MEDICINA,12811,6247,10288,5143,89,49,158,47,1443,893,248,232,2594,87,53,451,0,120,2886,35,8,0,20,0,0,0,0,0,0,0,106,0,0,0,0,0,0,2631,2966,25.573483670295488,28.82970451010887
EMILIA-ROMAGNA,MONGHIDORO,2944,1503,2121,1131,31,14,7,18,538,247,81,52,475,2,15,68,0,16,434,16,3,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,884,544,41.678453559641675,25.648279113625648
EMILIA-ROMAGNA,MONTERENZIO,4573,2297,3468,1777,33,28,8,14,614,287,98,95,789,21,8,147,0,27,1108,16,2,0,2,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1013,913,29.209919261822375,26.32641291810842
EMILIA-ROMAGNA,MONZUNO,4936,2506,3709,1948,31,21,18,19,675,413,115,103,853,22,10,165,0,46,946,18,4,0,8,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1222,988,32.94688595308708,26.637907791857646
EMILIA-ROMAGNA,MORDANO,3476,1739,2910,1495,24,19,12,13,495,306,82,62,840,10,10,107,0,12,769,15,3,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,896,922,30.790378006872853,31.683848797250857
EMILIA-ROMAGNA,OZZANO DELL'EMILIA,10765,5247,8813,4357,76,44,42,28,1262,572,227,236,2536,69,24,458,0,91,2581,42,5,0,16,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2089,2865,23.703619652785658,32.50879382730058
EMILIA-ROMAGNA,PIANORO,13658,6647,11028,5501,85,61,66,25,1613,936,326,423,3437,92,44,486,0,123,2691,34,11,0,13,0,0,0,0,0,0,0,88,0,0,0,0,0,0,2900,3996,26.296699310845124,36.235038084874866
EMILIA-ROMAGNA,SAN BENEDETTO VAL DI SAMBRO,3360,1752,2492,1364,32,16,8,9,601,263,81,39,616,11,8,94,0,12,551,12,2,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,954,674,38.28250401284109,27.046548956661315
EMILIA-ROMAGNA,SAN LAZZARO DI SAVENA,25355,12002,20572,9941,157,100,111,50,3045,1877,671,894,6208,200,84,1067,0,222,4732,60,23,0,30,0,0,0,0,0,0,0,123,0,0,0,0,0,0,5643,7386,27.430488041998835,35.903169356406764
EMILIA-ROMAGNA,ANZOLA DELL'EMILIA,9027,4433,7414,3676,70,30,23,28,1002,477,188,185,2442,56,29,395,0,43,1997,27,9,0,16,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1695,2712,22.86215268411114,36.579444294577826
EMILIA-ROMAGNA,ARGELATO,7555,3677,6183,3068,55,24,44,20,996,414,151,158,1742,55,32,279,0,52,1728,28,3,0,14,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1581,1987,25.57011159631247,32.13650331554262
EMILIA-ROMAGNA,BARICELLA,5196,2571,4183,2107,48,31,13,11,730,514,140,72,1003,31,11,163,0,34,1144,22,3,0,7,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1395,1117,33.34927085823571,26.703322973942146
EMILIA-ROMAGNA,BENTIVOGLIO,4223,2071,3457,1727,23,26,10,18,575,260,102,103,970,29,8,171,0,41,923,14,4,0,5,0,0,0,0,0,0,0,36,0,0,0,0,0,0,955,1110,27.625108475556843,32.10876482499277
EMILIA-ROMAGNA,BUDRIO,14068,6860,11278,5660,123,43,64,42,1815,1012,353,326,2908,151,62,510,0,106,2990,54,10,0,19,0,0,0,0,0,0,0,90,0,0,0,0,0,0,3222,3447,28.568895194183362,30.56392977478276
EMILIA-ROMAGNA,CALDERARA DI RENO,10202,4973,8422,4188,58,42,37,34,1163,545,240,205,2397,72,32,456,0,86,2408,36,10,0,23,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1982,2706,23.533602469722155,32.13013535977203
EMILIA-ROMAGNA,CASTELLO D'ARGILE,4854,2454,3988,2060,33,26,22,18,706,379,125,83,867,37,31,116,0,23,1234,15,5,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1228,1018,30.792377131394183,25.526579739217652
EMILIA-ROMAGNA,CASTEL MAGGIORE,14131,6800,11572,5686,86,69,49,32,1535,754,324,349,3507,111,48,706,0,104,3172,28,20,0,17,0,0,0,0,0,0,0,91,0,0,0,0,0,0,2645,4015,22.85689595575527,34.6958174904943
EMILIA-ROMAGNA,CASTENASO,11962,5737,9803,4794,78,44,47,37,1464,693,310,312,2901,101,46,618,0,96,2458,37,7,0,16,0,0,0,0,0,0,0,81,0,0,0,0,0,0,2504,3360,25.543201060899722,34.27522187085586
EMILIA-ROMAGNA,CREVALCORE,9725,4761,7699,3853,89,60,37,41,1465,680,272,145,2159,74,30,402,0,42,1710,45,0,0,13,0,0,0,0,0,0,0,58,0,0,0,0,0,0,2458,2408,31.926224184959086,31.27678919340174
EMILIA-ROMAGNA,GALLIERA,3940,1950,3113,1576,51,20,20,9,574,270,68,53,809,17,5,130,0,29,837,14,4,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,921,884,29.5856087375522,28.397044651461613
EMILIA-ROMAGNA,GRANAROLO DELL'EMILIA,9182,4504,7624,3809,66,29,35,13,1192,586,190,226,2189,52,43,439,0,84,1988,26,1,0,9,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1981,2510,25.98373557187828,32.922350472193074
EMILIA-ROMAGNA,MALALBERGO,6836,3336,5347,2667,49,39,26,15,1102,565,127,106,1294,27,13,200,0,46,1339,25,4,0,7,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1809,1440,33.83205535814475,26.93098933981672
EMILIA-ROMAGNA,MINERBIO,6768,3294,5377,2667,56,31,18,15,903,455,153,118,1457,33,22,212,0,46,1520,29,3,0,10,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1526,1630,28.38013762320997,30.31430165519807
EMILIA-ROMAGNA,MOLINELLA,11827,5685,9324,4594,101,50,63,36,2028,1042,281,207,2035,51,29,262,0,61,2472,42,12,0,17,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3387,2322,36.32561132561133,24.903474903474905
EMILIA-ROMAGNA,PIEVE DI CENTO,5436,2648,4474,2234,53,23,52,28,889,407,144,90,1169,27,24,171,0,26,1094,18,6,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1468,1310,32.81180151989271,29.280286097451945
EMILIA-ROMAGNA,SALA BOLOGNESE,6431,3193,5417,2718,44,17,20,13,886,427,132,115,1408,24,16,219,0,56,1543,21,3,0,15,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1458,1563,26.91526675281521,28.85360900867639
EMILIA-ROMAGNA,SAN GIORGIO DI PIANO,6475,3133,5317,2656,65,28,34,17,801,371,140,127,1530,37,25,284,0,58,1451,18,5,0,7,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1329,1719,24.995298100432574,32.330261425615944
EMILIA-ROMAGNA,SAN GIOVANNI IN PERSICETO,21405,10393,17548,8721,165,122,94,154,3125,1629,490,446,4593,128,109,696,0,130,4416,84,16,0,27,0,0,0,0,0,0,0,118,0,0,0,0,0,0,5398,5276,30.761340323683612,30.06610439936175
EMILIA-ROMAGNA,SAN PIETRO IN CASALE,9238,4585,7256,3683,70,40,51,27,1378,560,229,142,1749,40,21,360,0,75,2070,48,8,0,9,0,0,0,0,0,0,0,55,0,0,0,0,0,0,2194,1952,30.23704520396913,26.9018743109151
EMILIA-ROMAGNA,SANT'AGATA BOLOGNESE,5322,2663,4283,2171,37,13,12,25,643,605,93,70,909,19,9,177,0,28,1109,17,7,0,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1366,1007,31.893532570628064,23.51155731963577
EMILIA-ROMAGNA,BOLOGNA,198379,92426,150603,72150,1201,758,700,734,18891,14269,5258,9301,40370,2151,1136,11457,0,3847,29708,435,250,0,319,0,0,0,0,0,0,0,898,0,0,0,0,0,0,39152,52958,25.996826092441715,35.163974157221304
EMILIA-ROMAGNA,ALTO RENO TERME,5361,2595,3985,2011,48,20,8,11,836,418,139,82,860,14,21,225,0,38,995,15,3,0,6,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1404,977,35.23212045169385,24.51693851944793
EMILIA-ROMAGNA,BOLOGNA,87411,41070,66909,32447,587,360,297,327,8748,5289,2031,3371,19149,779,369,4892,0,1441,14812,205,81,0,140,0,0,0,0,0,0,0,473,0,0,0,0,0,0,16395,23668,24.503430031834284,35.37341762692613
EMILIA-ROMAGNA,CASALECCHIO DI RENO,27434,12859,21792,10478,185,95,118,66,3073,1687,571,879,6602,181,98,1296,0,321,5371,89,25,0,33,0,0,0,0,0,0,0,176,0,0,0,0,0,0,5397,7760,24.765969162995592,35.609397944199706
EMILIA-ROMAGNA,CASTEL D'AIANO,1520,774,1114,605,12,7,3,5,259,139,33,21,261,7,11,22,0,13,261,3,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,436,300,39.138240574506284,26.929982046678635
EMILIA-ROMAGNA,CASTEL DI CASIO,2713,1353,2084,1083,22,8,4,6,445,183,69,34,477,13,10,87,0,18,552,14,4,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,703,534,33.73320537428023,25.62380038387716
EMILIA-ROMAGNA,GAGGIO MONTANO,3718,1831,2814,1448,58,18,9,12,640,345,94,36,532,11,58,86,0,25,705,26,1,0,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1091,637,38.77043354655295,22.63681592039801
EMILIA-ROMAGNA,LIZZANO IN BELVEDERE,1768,873,1297,662,12,10,9,7,276,136,42,42,252,3,13,46,0,6,359,12,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,461,310,35.54356206630686,23.90131071703932
EMILIA-ROMAGNA,MARZABOTTO,5188,2598,4122,2088,35,22,13,4,602,327,111,89,1189,24,9,189,0,65,1163,18,3,0,7,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1044,1311,25.327510917030565,31.80494905385735
EMILIA-ROMAGNA,MONTE SAN PIETRO,8710,4291,7135,3579,42,36,20,21,1157,630,176,251,1921,51,22,337,0,71,1935,25,9,0,12,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1984,2245,27.806587245970565,31.464611072179398
EMILIA-ROMAGNA,SASSO MARCONI,11500,5555,9299,4564,74,49,49,23,1425,837,258,332,2853,65,41,442,0,122,2182,19,12,0,12,0,0,0,0,0,0,0,89,0,0,0,0,0,0,2543,3291,27.347026561995914,35.3909022475535
EMILIA-ROMAGNA,VALSAMOGGIA,22884,11362,18399,9330,184,80,60,49,3003,1430,504,506,5317,128,67,860,0,240,4856,73,8,0,28,0,0,0,0,0,0,0,174,0,0,0,0,0,0,4986,6018,27.099298874938853,32.70829936409588
EMILIA-ROMAGNA,VERGATO,5672,2786,4312,2200,53,22,10,20,897,505,143,91,894,22,16,187,0,53,1167,24,1,0,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1565,1023,36.29406307977737,23.72448979591837
EMILIA-ROMAGNA,ZOLA PREDOSA,14717,7145,12110,6025,99,66,51,31,1702,1037,332,410,3350,305,49,686,0,139,3098,42,10,0,12,0,0,0,0,0,0,0,101,0,0,0,0,0,0,3102,4114,25.615194054500414,33.9719240297275
EMILIA-ROMAGNA,ALBINEA,6891,3356,5851,2887,67,20,47,32,823,462,163,232,1769,63,32,329,0,77,1275,20,5,0,13,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1480,2096,25.294821398051614,35.82293625021364
EMILIA-ROMAGNA,BAGNOLO IN PIANO,7030,3440,5620,2790,61,18,34,22,748,417,97,133,1717,44,30,299,0,33,1657,15,5,0,6,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1284,1924,22.846975088967973,34.23487544483986
EMILIA-ROMAGNA,BAISO,2526,1278,1934,1025,25,5,6,13,419,143,48,16,477,8,4,57,0,18,577,8,5,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,623,505,32.213029989658736,26.11168562564633
EMILIA-ROMAGNA,BIBBIANO,7672,3804,5964,3021,79,30,17,25,828,461,162,128,1697,39,15,248,0,43,1804,17,4,0,5,0,0,0,0,0,0,0,85,0,0,0,0,0,0,1476,1879,24.748490945674046,31.505700871898057
EMILIA-ROMAGNA,BORETTO,3807,1857,2895,1466,51,16,8,15,579,325,98,61,649,15,11,67,0,15,726,15,4,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1017,736,35.129533678756474,25.423143350604487
EMILIA-ROMAGNA,BRESCELLO,4073,2006,3079,1543,24,26,19,4,634,449,99,67,600,9,18,77,0,16,796,19,5,0,10,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1186,694,38.51899967521923,22.539785644689832
EMILIA-ROMAGNA,CADELBOSCO DI SOPRA,7706,3777,6010,3028,45,33,60,16,925,709,134,146,1520,45,17,182,0,52,1740,19,5,0,5,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1784,1728,29.683860232945094,28.75207986688852
EMILIA-ROMAGNA,CAMPAGNOLA EMILIA,3943,1930,3073,1514,56,10,10,10,417,256,65,67,998,15,14,223,0,24,702,11,2,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,748,1094,24.34103481939473,35.6003904978848
EMILIA-ROMAGNA,CAMPEGINE,3720,1837,2821,1406,35,17,7,8,356,224,47,69,806,18,9,126,0,28,872,11,2,0,12,0,0,0,0,0,0,0,57,0,0,0,0,0,0,635,902,22.50974831619993,31.974477135767458
EMILIA-ROMAGNA,CARPINETI,3203,1587,2566,1308,44,11,11,16,489,192,48,47,699,22,11,90,0,21,696,12,3,0,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,745,779,29.033515198752923,30.358534684333595
EMILIA-ROMAGNA,CASALGRANDE,14356,7177,11443,5774,112,46,41,20,1730,866,242,202,2708,53,31,392,0,180,4119,59,6,0,19,0,0,0,0,0,0,0,95,0,0,0,0,0,0,2858,2994,24.97596784060124,26.164467359958053
EMILIA-ROMAGNA,CASINA,3554,1768,2846,1458,52,13,13,21,496,229,75,56,774,11,9,101,0,22,791,15,5,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,821,850,28.847505270555164,29.866479269149682
EMILIA-ROMAGNA,CASTELLARANO,11725,5858,9489,4807,101,45,62,37,1794,796,277,192,1846,46,23,227,0,54,3428,44,9,0,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,2904,2107,30.603857097692067,22.204658025081674
EMILIA-ROMAGNA,CASTELNOVO DI SOTTO,6215,3061,4898,2464,67,29,14,14,730,435,135,113,1463,29,13,229,0,50,1215,19,4,0,6,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1314,1618,26.827276439363008,33.033891384238466
EMILIA-ROMAGNA,CASTELNOVO NE' MONTI,8004,3862,6287,3142,82,23,24,39,1503,565,147,114,1508,79,48,210,0,70,1474,24,3,0,15,0,0,0,0,0,0,0,76,0,0,0,0,0,0,2254,1749,35.851757595037384,27.819309686655004
EMILIA-ROMAGNA,CANOSSA,2883,1483,2248,1185,34,14,5,14,462,230,94,35,501,9,13,75,0,20,567,4,2,0,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,800,558,35.587188612099645,24.822064056939503
EMILIA-ROMAGNA,FABBRICO,4572,2243,3710,1845,44,11,15,10,367,207,60,108,1316,29,10,225,0,32,1028,12,3,0,11,0,0,0,0,0,0,0,43,0,0,0,0,0,0,644,1463,17.358490566037734,39.43396226415095
EMILIA-ROMAGNA,GATTATICO,4317,2165,3383,1737,26,33,22,10,594,261,92,57,858,10,10,116,0,34,1054,17,2,0,6,0,0,0,0,0,0,0,35,0,0,0,0,0,0,957,935,28.288501330180317,27.63819095477387
EMILIA-ROMAGNA,GUALTIERI,4849,2372,3785,1913,33,18,13,14,668,415,94,83,929,16,6,154,0,23,1066,19,4,0,9,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1191,1034,31.466314398943197,27.318361955085862
EMILIA-ROMAGNA,GUASTALLA,11108,5394,8572,4268,92,83,34,49,1717,861,300,156,2161,76,47,257,0,109,2072,31,7,0,11,0,0,0,0,0,0,0,92,0,0,0,0,0,0,2927,2440,34.146056929538034,28.46476901539897
EMILIA-ROMAGNA,LUZZARA,6291,3132,4877,2522,55,40,13,13,791,474,127,98,1478,18,28,130,0,32,1224,23,3,0,12,0,0,0,0,0,0,0,71,0,0,0,0,0,0,1405,1622,28.808693869181873,33.258150502358006
EMILIA-ROMAGNA,MONTECCHIO EMILIA,8011,3887,6385,3170,71,26,43,31,1016,595,179,185,1661,51,32,222,0,68,1804,29,11,0,9,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1821,1929,28.519968676585748,30.211433046202036
EMILIA-ROMAGNA,NOVELLARA,9736,4750,7798,3890,72,34,25,34,1022,582,166,179,2424,66,47,394,0,54,2144,41,7,0,14,0,0,0,0,0,0,0,91,0,0,0,0,0,0,1804,2716,23.13413695819441,34.8294434470377
EMILIA-ROMAGNA,POVIGLIO,5303,2613,4052,2069,47,30,12,11,655,373,112,85,1138,22,14,208,0,33,991,17,2,0,10,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1151,1259,28.405725567620927,31.071076011846
EMILIA-ROMAGNA,QUATTRO CASTELLA,10355,5058,8546,4251,81,48,41,43,1348,725,192,211,2577,63,25,377,0,105,2156,29,15,0,17,0,0,0,0,0,0,0,80,0,0,0,0,0,0,2308,2876,27.006786800842498,33.65317107418676
EMILIA-ROMAGNA,REGGIOLO,6761,3364,5498,2788,75,31,52,25,703,487,126,88,1584,32,41,146,0,73,1700,18,4,0,8,0,0,0,0,0,0,0,68,0,0,0,0,0,0,1341,1745,24.39068752273554,31.738814114223352
EMILIA-ROMAGNA,RIO SALICETO,4402,2148,3650,1814,33,11,64,16,466,289,68,52,1060,26,11,173,0,47,1063,16,7,0,18,0,0,0,0,0,0,0,35,0,0,0,0,0,0,839,1149,22.986301369863014,31.47945205479452
EMILIA-ROMAGNA,ROLO,2743,1359,2216,1129,33,6,13,19,295,176,55,51,714,11,13,89,0,11,575,7,1,0,17,0,0,0,0,0,0,0,20,0,0,0,0,0,0,545,789,24.593862815884478,35.604693140794225
EMILIA-ROMAGNA,SAN POLO D'ENZA,4576,2228,3569,1797,30,35,22,13,635,327,108,81,886,24,20,139,0,61,947,19,3,0,9,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1083,1011,30.344634351358923,28.3272625385262
EMILIA-ROMAGNA,SANT'ILARIO D'ENZA,8328,4053,6672,3339,70,32,140,71,936,514,185,132,1943,27,27,256,0,53,1906,22,8,0,13,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1706,2129,25.569544364508396,31.90947242206235
