comune,employment_rate,Regione
Rivarolo del Re ed Uniti  ,69.61,LOMBARDIA
Rivolta d'Adda  ,70.27,LOMBARDIA
Robecco d'Oglio  ,67.79,LOMBARDIA
Romanengo  ,70.62,LOMBARDIA
Salvirola  ,74.21,LOMBARDIA
San Bassano  ,70.51,LOMBARDIA
San Daniele Po  ,74.28,LOMBARDIA
San Giovanni in Croce  ,71.58,LOMBARDIA
San Martino del Lago  ,76.90,LOMBARDIA
Scandolara Ravara  ,70.89,LOMBARDIA
Scandolara Ripa d'Oglio  ,67.26,LOMBARDIA
Sergnano  ,70.47,LOMBARDIA
Sesto ed Uniti  ,72.42,LOMBARDIA
Solarolo Rainerio  ,72.10,LOMBARDIA
Soncino  ,69.34,LOMBARDIA
Soresina  ,68.04,LOMBARDIA
Sospiro  ,64.66,LOMBARDIA
Spinadesco  ,74.11,LOMBARDIA
Spineda  ,73.99,LOMBARDIA
Spino d'Adda  ,71.32,LOMBARDIA
Stagno Lombardo  ,71.77,LOMBARDIA
Ticengo  ,74.46,LOMBARDIA
Torlino Vimercati  ,70.14,LOMBARDIA
Tornata  ,71.99,LOMBARDIA
Torre de' Picenardi  ,68.13,LOMBARDIA
Torricella del Pizzo  ,65.64,LOMBARDIA
Trescore Cremasco  ,70.46,LOMBARDIA
Trigolo  ,68.48,LOMBARDIA
Vaiano Cremasco  ,69.01,LOMBARDIA
Vailate  ,68.71,LOMBARDIA
Vescovato  ,68.83,LOMBARDIA
Volongo  ,66.26,LOMBARDIA
Voltido  ,76.56,LOMBARDIA
Acquanegra sul Chiese  ,70.97,LOMBARDIA
Asola  ,70.49,LOMBARDIA
Bagnolo San Vito  ,73.53,LOMBARDIA
Borgo Mantovano  ,73.95,LOMBARDIA
Borgo Virgilio  ,72.22,LOMBARDIA
Borgocarbonara  ,70.28,LOMBARDIA
Bozzolo  ,70.95,LOMBARDIA
Canneto sull'Oglio  ,70.27,LOMBARDIA
Casalmoro  ,67.29,LOMBARDIA
Casaloldo  ,70.15,LOMBARDIA
Casalromano  ,68.58,LOMBARDIA
Castel d'Ario  ,74.82,LOMBARDIA
Castel Goffredo  ,72.03,LOMBARDIA
Castelbelforte  ,73.12,LOMBARDIA
Castellucchio  ,71.77,LOMBARDIA
Castiglione delle Stiviere  ,70.52,LOMBARDIA
Cavriana  ,73.50,LOMBARDIA
Ceresara  ,75.01,LOMBARDIA
Commessaggio  ,74.93,LOMBARDIA
Curtatone  ,75.33,LOMBARDIA
Dosolo  ,73.46,LOMBARDIA
Gazoldo degli Ippoliti  ,71.13,LOMBARDIA
Gazzuolo  ,69.87,LOMBARDIA
Goito  ,71.94,LOMBARDIA
Gonzaga  ,72.14,LOMBARDIA
Guidizzolo  ,72.08,LOMBARDIA
Magnacavallo  ,70,LOMBARDIA
Mantova  ,70.23,LOMBARDIA
Marcaria  ,72.67,LOMBARDIA
Mariana Mantovana  ,73.46,LOMBARDIA
Marmirolo  ,72.06,LOMBARDIA
Medole  ,72.85,LOMBARDIA
Moglia  ,73.66,LOMBARDIA
Monzambano  ,71.60,LOMBARDIA
Motteggiana  ,74.74,LOMBARDIA
Ostiglia  ,69.52,LOMBARDIA
Pegognaga  ,73.78,LOMBARDIA
Piubega  ,72.03,LOMBARDIA
Poggio Rusco  ,69.78,LOMBARDIA
Pomponesco  ,71.73,LOMBARDIA
Ponti sul Mincio  ,70.78,LOMBARDIA
Porto Mantovano  ,73.36,LOMBARDIA
Quingentole  ,67.51,LOMBARDIA
Quistello  ,71.38,LOMBARDIA
Redondesco  ,72.43,LOMBARDIA
Rivarolo Mantovano  ,71.51,LOMBARDIA
Rodigo  ,74.12,LOMBARDIA
Roncoferraro  ,72.79,LOMBARDIA
Roverbella  ,71.61,LOMBARDIA
Sabbioneta  ,71.64,LOMBARDIA
San Benedetto Po  ,71.43,LOMBARDIA
San Giacomo delle Segnate  ,69.43,LOMBARDIA
San Giorgio Bigarello  ,75.64,LOMBARDIA
San Giovanni del Dosso  ,72.51,LOMBARDIA
San Martino dall'Argine  ,73.33,LOMBARDIA
Schivenoglia  ,70.12,LOMBARDIA
Sermide e Felonica  ,67.03,LOMBARDIA
Serravalle a Po  ,67.95,LOMBARDIA
Solferino  ,75,LOMBARDIA
Sustinente  ,70.15,LOMBARDIA
Suzzara  ,70.56,LOMBARDIA
Viadana  ,71.24,LOMBARDIA
Villimpenta  ,68.79,LOMBARDIA
Volta Mantovana  ,73,LOMBARDIA
Abbadia Lariana  ,72.44,LOMBARDIA
Airuno  ,71,LOMBARDIA
Annone di Brianza  ,70.55,LOMBARDIA
Ballabio  ,74.73,LOMBARDIA
Barzago  ,69.76,LOMBARDIA
Barzanò  ,72.51,LOMBARDIA
Barzio  ,68.64,LOMBARDIA
Bellano  ,69.19,LOMBARDIA
Bosisio Parini  ,73.95,LOMBARDIA
Brivio  ,72.25,LOMBARDIA
Bulciago  ,70.12,LOMBARDIA
Calco  ,74.73,LOMBARDIA
Calolziocorte  ,69.72,LOMBARDIA
Carenno  ,66.82,LOMBARDIA
Casargo  ,69.04,LOMBARDIA
Casatenovo  ,73.19,LOMBARDIA
Cassago Brianza  ,72.04,LOMBARDIA
Cassina Valsassina  ,68.87,LOMBARDIA
Castello di Brianza  ,74.57,LOMBARDIA
Cernusco Lombardone  ,71.13,LOMBARDIA
Cesana Brianza  ,70.27,LOMBARDIA
Civate  ,71.05,LOMBARDIA
Colico  ,70.70,LOMBARDIA
Colle Brianza  ,73.34,LOMBARDIA
Cortenova  ,74.34,LOMBARDIA
Costa Masnaga  ,73,LOMBARDIA
Crandola Valsassina  ,74.04,LOMBARDIA
Cremella  ,68.82,LOMBARDIA
Cremeno  ,71.23,LOMBARDIA
Dervio  ,71.29,LOMBARDIA
Dolzago  ,75.09,LOMBARDIA
Dorio  ,67.99,LOMBARDIA
Ello  ,73,LOMBARDIA
Erve  ,68.40,LOMBARDIA
Esino Lario  ,71.52,LOMBARDIA
Galbiate  ,71.65,LOMBARDIA
Garbagnate Monastero  ,72.46,LOMBARDIA
Garlate  ,74.11,LOMBARDIA
Imbersago  ,76.90,LOMBARDIA
Introbio  ,69.86,LOMBARDIA
La Valletta Brianza  ,70.57,LOMBARDIA
Lecco  ,70.44,LOMBARDIA
Lierna  ,70.04,LOMBARDIA
Lomagna  ,73.85,LOMBARDIA
Malgrate  ,70.89,LOMBARDIA
Mandello del Lario  ,72.22,LOMBARDIA
Margno  ,71.93,LOMBARDIA
Merate  ,72.06,LOMBARDIA
Missaglia  ,73.92,LOMBARDIA
Moggio  ,74.82,LOMBARDIA
Molteno  ,72.42,LOMBARDIA
Monte Marenzo  ,68.41,LOMBARDIA
Montevecchia  ,73.61,LOMBARDIA
Monticello Brianza  ,72.04,LOMBARDIA
Morterone  ,63.16,LOMBARDIA
Nibionno  ,71.33,LOMBARDIA
Oggiono  ,71.38,LOMBARDIA
Olgiate Molgora  ,70.18,LOMBARDIA
Olginate  ,70.74,LOMBARDIA
Oliveto Lario  ,74.87,LOMBARDIA
Osnago  ,73.26,LOMBARDIA
Paderno d'Adda  ,72.70,LOMBARDIA
Pagnona  ,63.90,LOMBARDIA
Parlasco  ,73.75,LOMBARDIA
Pasturo  ,70.56,LOMBARDIA
Perledo  ,67,LOMBARDIA
Pescate  ,72.40,LOMBARDIA
Premana  ,76.33,LOMBARDIA
Primaluna  ,72.06,LOMBARDIA
Robbiate  ,73.27,LOMBARDIA
Rogeno  ,71.87,LOMBARDIA
Santa Maria Hoè  ,72.41,LOMBARDIA
Sirone  ,71.34,LOMBARDIA
Sirtori  ,70.99,LOMBARDIA
Sueglio  ,52.49,LOMBARDIA
Suello  ,70.80,LOMBARDIA
Taceno  ,71.27,LOMBARDIA
Valgreghentino  ,74.64,LOMBARDIA
Valmadrera  ,70.70,LOMBARDIA
Valvarrone  ,62.94,LOMBARDIA
Varenna  ,70.04,LOMBARDIA
Vercurago  ,70.54,LOMBARDIA
Verderio  ,72.87,LOMBARDIA
Viganò  ,74.58,LOMBARDIA
Abbadia Cerreto  ,73.27,LOMBARDIA
Bertonico  ,66.95,LOMBARDIA
Boffalora d'Adda  ,73.71,LOMBARDIA
Borghetto Lodigiano  ,69.77,LOMBARDIA
Borgo San Giovanni  ,74.32,LOMBARDIA
Brembio  ,69.93,LOMBARDIA
Casaletto Lodigiano  ,74.33,LOMBARDIA
Casalmaiocco  ,74.76,LOMBARDIA
Casalpusterlengo  ,71.51,LOMBARDIA
Caselle Landi  ,70.22,LOMBARDIA
Caselle Lurani  ,68.89,LOMBARDIA
Castelgerundo  ,70.46,LOMBARDIA
Castelnuovo Bocca d'Adda  ,68.09,LOMBARDIA
Castiglione d'Adda  ,73.78,LOMBARDIA
Castiraga Vidardo  ,76.03,LOMBARDIA
Cavenago d'Adda  ,69.95,LOMBARDIA
Cervignano d'Adda  ,72.68,LOMBARDIA
Codogno  ,71.99,LOMBARDIA
Comazzo  ,74.56,LOMBARDIA
Cornegliano Laudense  ,74.38,LOMBARDIA
Corno Giovine  ,72.01,LOMBARDIA
Cornovecchio  ,75.21,LOMBARDIA
Corte Palasio  ,69.21,LOMBARDIA
Crespiatica  ,72.07,LOMBARDIA
Fombio  ,75.42,LOMBARDIA
Galgagnano  ,75.28,LOMBARDIA
Graffignana  ,69.36,LOMBARDIA
Guardamiglio  ,70.36,LOMBARDIA
Livraga  ,72.90,LOMBARDIA
Lodi  ,71.04,LOMBARDIA
Lodi Vecchio  ,69.78,LOMBARDIA
Maccastorna  ,79.86,LOMBARDIA
Mairago  ,75.66,LOMBARDIA
Maleo  ,70.66,LOMBARDIA
Marudo  ,73.69,LOMBARDIA
Massalengo  ,73.61,LOMBARDIA
Meleti  ,73.87,LOMBARDIA
Merlino  ,71.24,LOMBARDIA
Montanaso Lombardo  ,77.30,LOMBARDIA
Mulazzano  ,74.41,LOMBARDIA
Orio Litta  ,69.14,LOMBARDIA
Ospedaletto Lodigiano  ,69.22,LOMBARDIA
Ossago Lodigiano  ,72.63,LOMBARDIA
Pieve Fissiraga  ,73.96,LOMBARDIA
Salerano sul Lambro  ,71.78,LOMBARDIA
San Fiorano  ,75.53,LOMBARDIA
San Martino in Strada  ,73.78,LOMBARDIA
San Rocco al Porto  ,74.09,LOMBARDIA
Sant'Angelo Lodigiano  ,66.86,LOMBARDIA
Santo Stefano Lodigiano  ,74.28,LOMBARDIA
Secugnago  ,70.50,LOMBARDIA
Senna Lodigiana  ,71.30,LOMBARDIA
Somaglia  ,72.56,LOMBARDIA
Sordio  ,74.69,LOMBARDIA
Tavazzano con Villavesco  ,71.94,LOMBARDIA
Terranova dei Passerini  ,76.63,LOMBARDIA
Turano Lodigiano  ,71,LOMBARDIA
Valera Fratta  ,68.40,LOMBARDIA
Villanova del Sillaro  ,70.16,LOMBARDIA
Zelo Buon Persico  ,73.93,LOMBARDIA
Agrate Brianza  ,73.83,LOMBARDIA
Aicurzio  ,70.44,LOMBARDIA
Albiate  ,73.33,LOMBARDIA
Arcore  ,72.34,LOMBARDIA
Barlassina  ,72.43,LOMBARDIA
Bellusco  ,72.64,LOMBARDIA
Bernareggio  ,74.34,LOMBARDIA
Besana in Brianza  ,71.92,LOMBARDIA
Biassono  ,71.50,LOMBARDIA
Bovisio-Masciago  ,73.33,LOMBARDIA
Briosco  ,72.93,LOMBARDIA
Brugherio  ,73.61,LOMBARDIA
Burago di Molgora  ,72.22,LOMBARDIA
Busnago  ,72.35,LOMBARDIA
Camparada  ,69.45,LOMBARDIA
Caponago  ,75.64,LOMBARDIA
Carate Brianza  ,72.41,LOMBARDIA
Carnate  ,71.28,LOMBARDIA
Cavenago di Brianza  ,74.49,LOMBARDIA
Ceriano Laghetto  ,74.29,LOMBARDIA
Cesano Maderno  ,70.99,LOMBARDIA
Cogliate  ,73.12,LOMBARDIA
Concorezzo  ,73.69,LOMBARDIA
Cornate d'Adda  ,71.69,LOMBARDIA
Correzzana  ,75.16,LOMBARDIA
Desio  ,72,LOMBARDIA
Giussano  ,72.41,LOMBARDIA
Lazzate  ,73.36,LOMBARDIA
Lentate sul Seveso  ,72.33,LOMBARDIA
Lesmo  ,73.96,LOMBARDIA
Limbiate  ,69.77,LOMBARDIA
Lissone  ,73.26,LOMBARDIA
Macherio  ,72.27,LOMBARDIA
Meda  ,72.52,LOMBARDIA
Mezzago  ,72.62,LOMBARDIA
Misinto  ,74.50,LOMBARDIA
Monza  ,70.84,LOMBARDIA
Muggiò  ,72.16,LOMBARDIA
Nova Milanese  ,70.53,LOMBARDIA
Ornago  ,77.14,LOMBARDIA
Renate  ,72.75,LOMBARDIA
Roncello  ,76.88,LOMBARDIA
Ronco Briantino  ,72.85,LOMBARDIA
Seregno  ,71.52,LOMBARDIA
Seveso  ,72.31,LOMBARDIA
Sovico  ,72.86,LOMBARDIA
Sulbiate  ,74.58,LOMBARDIA
Triuggio  ,72.72,LOMBARDIA
Usmate Velate  ,73.92,LOMBARDIA
Varedo  ,72,LOMBARDIA
Vedano al Lambro  ,71.04,LOMBARDIA
Veduggio con Colzano  ,72,LOMBARDIA
Verano Brianza  ,73.26,LOMBARDIA
Villasanta  ,72.62,LOMBARDIA
Vimercate  ,71.44,LOMBARDIA
Montagna sulla Strada del Vino/Montan an der Weinstraße  ,80.87,TRENTINO-ALTO ADIGE/SÜDTIROL
Aldino/Aldein  ,79.10,TRENTINO-ALTO ADIGE/SÜDTIROL
Andriano/Andrian  ,82.76,TRENTINO-ALTO ADIGE/SÜDTIROL
Anterivo/Altrei  ,81.37,TRENTINO-ALTO ADIGE/SÜDTIROL
Appiano sulla strada del vino/Eppan an der Weinstraße  ,78.58,TRENTINO-ALTO ADIGE/SÜDTIROL
Avelengo/Hafling  ,84.47,TRENTINO-ALTO ADIGE/SÜDTIROL
Badia/Abtei  ,70.38,TRENTINO-ALTO ADIGE/SÜDTIROL
Barbiano/Barbian  ,78.84,TRENTINO-ALTO ADIGE/SÜDTIROL
Bolzano/Bozen  ,74.23,TRENTINO-ALTO ADIGE/SÜDTIROL
Braies/Prags  ,82.07,TRENTINO-ALTO ADIGE/SÜDTIROL
Brennero/Brenner  ,74.44,TRENTINO-ALTO ADIGE/SÜDTIROL
Bressanone/Brixen  ,76.07,TRENTINO-ALTO ADIGE/SÜDTIROL
Bronzolo/Branzoll  ,76.94,TRENTINO-ALTO ADIGE/SÜDTIROL
Brunico/Bruneck  ,76.38,TRENTINO-ALTO ADIGE/SÜDTIROL
Caines/Kuens  ,85.09,TRENTINO-ALTO ADIGE/SÜDTIROL
Caldaro sulla strada del vino/Kaltern an der Weinstraße  ,79.99,TRENTINO-ALTO ADIGE/SÜDTIROL
Campo di Trens/Freienfeld  ,77.59,TRENTINO-ALTO ADIGE/SÜDTIROL
Campo Tures/Sand in Taufers  ,80.57,TRENTINO-ALTO ADIGE/SÜDTIROL
Castelbello-Ciardes/Kastelbell-Tschars  ,81.08,TRENTINO-ALTO ADIGE/SÜDTIROL
Castelrotto/Kastelruth  ,78.82,TRENTINO-ALTO ADIGE/SÜDTIROL
Cermes/Tscherms  ,78.78,TRENTINO-ALTO ADIGE/SÜDTIROL
Chienes/Kiens  ,80.53,TRENTINO-ALTO ADIGE/SÜDTIROL
Chiusa/Klausen  ,79.88,TRENTINO-ALTO ADIGE/SÜDTIROL
Cornedo all'Isarco/Karneid  ,80.46,TRENTINO-ALTO ADIGE/SÜDTIROL
Cortaccia sulla strada del vino/Kurtatsch an der Weinstraße  ,80.02,TRENTINO-ALTO ADIGE/SÜDTIROL
Cortina sulla strada del vino/Kurtinig an der Weinstraße  ,78.05,TRENTINO-ALTO ADIGE/SÜDTIROL
Corvara in Badia/Corvara  ,73.24,TRENTINO-ALTO ADIGE/SÜDTIROL
Curon Venosta/Graun im Vinschgau  ,68.64,TRENTINO-ALTO ADIGE/SÜDTIROL
Dobbiaco/Toblach  ,76.22,TRENTINO-ALTO ADIGE/SÜDTIROL
Egna/Neumarkt  ,76.82,TRENTINO-ALTO ADIGE/SÜDTIROL
Falzes/Pfalzen  ,80.98,TRENTINO-ALTO ADIGE/SÜDTIROL
Fiè allo Sciliar/Völs am Schlern  ,78.52,TRENTINO-ALTO ADIGE/SÜDTIROL
Fortezza/Franzensfeste  ,73.42,TRENTINO-ALTO ADIGE/SÜDTIROL
Funes/Villnöß  ,80.10,TRENTINO-ALTO ADIGE/SÜDTIROL
Gais/Gais  ,80.99,TRENTINO-ALTO ADIGE/SÜDTIROL
Gargazzone/Gargazon  ,79.55,TRENTINO-ALTO ADIGE/SÜDTIROL
Glorenza/Glurns  ,73.86,TRENTINO-ALTO ADIGE/SÜDTIROL
La Valle/Wengen  ,79.56,TRENTINO-ALTO ADIGE/SÜDTIROL
Laces/Latsch  ,79.08,TRENTINO-ALTO ADIGE/SÜDTIROL
Lagundo/Algund  ,79.51,TRENTINO-ALTO ADIGE/SÜDTIROL
Laion/Lajen  ,80.36,TRENTINO-ALTO ADIGE/SÜDTIROL
Laives/Leifers  ,77.25,TRENTINO-ALTO ADIGE/SÜDTIROL
Lana/Lana  ,79.79,TRENTINO-ALTO ADIGE/SÜDTIROL
Lasa/Laas  ,77.77,TRENTINO-ALTO ADIGE/SÜDTIROL
Lauregno/Laurein  ,81.19,TRENTINO-ALTO ADIGE/SÜDTIROL
Luson/Lüsen  ,81.66,TRENTINO-ALTO ADIGE/SÜDTIROL
Magrè sulla strada del vino/Margreid an der Weinstraße  ,79.53,TRENTINO-ALTO ADIGE/SÜDTIROL
Malles Venosta/Mals  ,73.36,TRENTINO-ALTO ADIGE/SÜDTIROL
Marebbe/Enneberg  ,73.75,TRENTINO-ALTO ADIGE/SÜDTIROL
Marlengo/Marling  ,81.75,TRENTINO-ALTO ADIGE/SÜDTIROL
Martello/Martell  ,80.66,TRENTINO-ALTO ADIGE/SÜDTIROL
Meltina/Mölten  ,83.72,TRENTINO-ALTO ADIGE/SÜDTIROL
Merano/Meran  ,74.85,TRENTINO-ALTO ADIGE/SÜDTIROL
Monguelfo-Tesido/Welsberg-Taisten  ,77.03,TRENTINO-ALTO ADIGE/SÜDTIROL
Moso in Passiria/Moos In Passeier  ,77.37,TRENTINO-ALTO ADIGE/SÜDTIROL
Nalles/Nals  ,80.35,TRENTINO-ALTO ADIGE/SÜDTIROL
Naturno/Naturns  ,80.21,TRENTINO-ALTO ADIGE/SÜDTIROL
Naz-Sciaves/Natz-Schabs  ,79.36,TRENTINO-ALTO ADIGE/SÜDTIROL
Nova Levante/Welschnofen  ,76.70,TRENTINO-ALTO ADIGE/SÜDTIROL
Nova Ponente/Deutschnofen  ,78.49,TRENTINO-ALTO ADIGE/SÜDTIROL
Ora/Auer  ,78.57,TRENTINO-ALTO ADIGE/SÜDTIROL
Ortisei/St. Ulrich  ,72.44,TRENTINO-ALTO ADIGE/SÜDTIROL
Parcines/Partschins  ,81.97,TRENTINO-ALTO ADIGE/SÜDTIROL
Perca/Percha  ,80.84,TRENTINO-ALTO ADIGE/SÜDTIROL
Plaus/Plaus  ,82.31,TRENTINO-ALTO ADIGE/SÜDTIROL
Ponte Gardena/Waidbruck  ,72.60,TRENTINO-ALTO ADIGE/SÜDTIROL
Postal/Burgstall  ,80.94,TRENTINO-ALTO ADIGE/SÜDTIROL
Prato allo Stelvio/Prad am Stilfserjoch  ,74.24,TRENTINO-ALTO ADIGE/SÜDTIROL
Predoi/Prettau  ,77.71,TRENTINO-ALTO ADIGE/SÜDTIROL
Proves/Proveis  ,75.88,TRENTINO-ALTO ADIGE/SÜDTIROL
Racines/Ratschings  ,80.84,TRENTINO-ALTO ADIGE/SÜDTIROL
Rasun-Anterselva/Rasen-Antholz  ,77.66,TRENTINO-ALTO ADIGE/SÜDTIROL
Renon/Ritten  ,80.50,TRENTINO-ALTO ADIGE/SÜDTIROL
Rifiano/Riffian  ,79.37,TRENTINO-ALTO ADIGE/SÜDTIROL
Rio di Pusteria/Mühlbach  ,80.38,TRENTINO-ALTO ADIGE/SÜDTIROL
Rodengo/Rodeneck  ,80.70,TRENTINO-ALTO ADIGE/SÜDTIROL
Salorno sulla strada del vino/Salurn an der Weinstraße  ,75.24,TRENTINO-ALTO ADIGE/SÜDTIROL
San Candido/Innichen  ,74.59,TRENTINO-ALTO ADIGE/SÜDTIROL
San Genesio Atesino/Jenesien  ,82.32,TRENTINO-ALTO ADIGE/SÜDTIROL
San Leonardo in Passiria/St. Leonhard in Passeier  ,80.91,TRENTINO-ALTO ADIGE/SÜDTIROL
San Lorenzo di Sebato/St. Lorenzen  ,79.44,TRENTINO-ALTO ADIGE/SÜDTIROL
San Martino in Badia/St. Martin in Thurn  ,76.26,TRENTINO-ALTO ADIGE/SÜDTIROL
San Martino in Passiria/St. Martin in Passeier  ,78.41,TRENTINO-ALTO ADIGE/SÜDTIROL
San Pancrazio/St. Pankraz  ,80.87,TRENTINO-ALTO ADIGE/SÜDTIROL
Santa Cristina Valgardena/St. Christina in Gröden  ,71.15,TRENTINO-ALTO ADIGE/SÜDTIROL
Sarentino/Sarntal  ,81.73,TRENTINO-ALTO ADIGE/SÜDTIROL
Scena/Schenna  ,82.54,TRENTINO-ALTO ADIGE/SÜDTIROL
Selva dei Molini/Mühlwald  ,81.56,TRENTINO-ALTO ADIGE/SÜDTIROL
Selva di Val Gardena/Wolkenstein in Gröden  ,71.79,TRENTINO-ALTO ADIGE/SÜDTIROL
Senales/Schnals  ,81.11,TRENTINO-ALTO ADIGE/SÜDTIROL
Senale-San Felice/Unsere Liebe Frau im Walde-St. Felix  ,80.82,TRENTINO-ALTO ADIGE/SÜDTIROL
Sesto/Sexten  ,74.44,TRENTINO-ALTO ADIGE/SÜDTIROL
Silandro/Schlanders  ,78.17,TRENTINO-ALTO ADIGE/SÜDTIROL
Sluderno/Schluderns  ,75.67,TRENTINO-ALTO ADIGE/SÜDTIROL
Stelvio/Stilfs  ,71.07,TRENTINO-ALTO ADIGE/SÜDTIROL
Terento/Terenten  ,83.43,TRENTINO-ALTO ADIGE/SÜDTIROL
Terlano/Terlan  ,80.70,TRENTINO-ALTO ADIGE/SÜDTIROL
Termeno sulla strada del vino/Tramin an der Weinstraße  ,81.83,TRENTINO-ALTO ADIGE/SÜDTIROL
Tesimo/Tisens  ,80.92,TRENTINO-ALTO ADIGE/SÜDTIROL
Tires/Tiers  ,81,TRENTINO-ALTO ADIGE/SÜDTIROL
Tirolo/Tirol  ,81.22,TRENTINO-ALTO ADIGE/SÜDTIROL
Trodena nel parco naturale/Truden im Naturpark  ,79.56,TRENTINO-ALTO ADIGE/SÜDTIROL
Tubre/Taufers im Münstertal  ,67.58,TRENTINO-ALTO ADIGE/SÜDTIROL
Ultimo/Ulten  ,81.61,TRENTINO-ALTO ADIGE/SÜDTIROL
Vadena/Pfatten  ,79.05,TRENTINO-ALTO ADIGE/SÜDTIROL
Val di Vizze/Pfitsch  ,76.80,TRENTINO-ALTO ADIGE/SÜDTIROL
Valdaora/Olang  ,75.71,TRENTINO-ALTO ADIGE/SÜDTIROL
Valle Aurina/Ahrntal  ,80.52,TRENTINO-ALTO ADIGE/SÜDTIROL
Valle di Casies/Gsies  ,82.17,TRENTINO-ALTO ADIGE/SÜDTIROL
Vandoies/Vintl  ,81.44,TRENTINO-ALTO ADIGE/SÜDTIROL
Varna/Vahrn  ,77.92,TRENTINO-ALTO ADIGE/SÜDTIROL
Velturno/Feldthurns  ,82.34,TRENTINO-ALTO ADIGE/SÜDTIROL
Verano/Vöran  ,81.72,TRENTINO-ALTO ADIGE/SÜDTIROL
Villabassa/Niederdorf  ,76.26,TRENTINO-ALTO ADIGE/SÜDTIROL
Villandro/Villanders  ,83.54,TRENTINO-ALTO ADIGE/SÜDTIROL
Vipiteno/Sterzing  ,77.34,TRENTINO-ALTO ADIGE/SÜDTIROL
Ala  ,73.96,TRENTINO-ALTO ADIGE/SÜDTIROL
Albiano  ,74.51,TRENTINO-ALTO ADIGE/SÜDTIROL
Aldeno  ,77.03,TRENTINO-ALTO ADIGE/SÜDTIROL
Altavalle  ,75.34,TRENTINO-ALTO ADIGE/SÜDTIROL
Altopiano della Vigolana  ,77.80,TRENTINO-ALTO ADIGE/SÜDTIROL
Amblar-Don  ,77.54,TRENTINO-ALTO ADIGE/SÜDTIROL
Andalo  ,69.92,TRENTINO-ALTO ADIGE/SÜDTIROL
Arco  ,75.34,TRENTINO-ALTO ADIGE/SÜDTIROL
Avio  ,76.35,TRENTINO-ALTO ADIGE/SÜDTIROL
Baselga di Pinè  ,76.97,TRENTINO-ALTO ADIGE/SÜDTIROL
Bedollo  ,75.56,TRENTINO-ALTO ADIGE/SÜDTIROL
Besenello  ,78.10,TRENTINO-ALTO ADIGE/SÜDTIROL
Bieno  ,66.45,TRENTINO-ALTO ADIGE/SÜDTIROL
Bleggio Superiore  ,75.23,TRENTINO-ALTO ADIGE/SÜDTIROL
Bocenago  ,70.33,TRENTINO-ALTO ADIGE/SÜDTIROL
Bondone  ,73.19,TRENTINO-ALTO ADIGE/SÜDTIROL
Borgo Chiese  ,75.35,TRENTINO-ALTO ADIGE/SÜDTIROL
Borgo d'Anaunia  ,77.63,TRENTINO-ALTO ADIGE/SÜDTIROL
Borgo Lares  ,77.59,TRENTINO-ALTO ADIGE/SÜDTIROL
Borgo Valsugana  ,75.96,TRENTINO-ALTO ADIGE/SÜDTIROL
Brentonico  ,73.59,TRENTINO-ALTO ADIGE/SÜDTIROL
Bresimo  ,70.12,TRENTINO-ALTO ADIGE/SÜDTIROL
Caderzone Terme  ,64.24,TRENTINO-ALTO ADIGE/SÜDTIROL
Calceranica al Lago  ,77.47,TRENTINO-ALTO ADIGE/SÜDTIROL
Caldes  ,76.71,TRENTINO-ALTO ADIGE/SÜDTIROL
Caldonazzo  ,78.09,TRENTINO-ALTO ADIGE/SÜDTIROL
Calliano  ,75.46,TRENTINO-ALTO ADIGE/SÜDTIROL
Campitello di Fassa  ,59.88,TRENTINO-ALTO ADIGE/SÜDTIROL
Campodenno  ,76.50,TRENTINO-ALTO ADIGE/SÜDTIROL
Canal San Bovo  ,71.84,TRENTINO-ALTO ADIGE/SÜDTIROL
Canazei  ,63.36,TRENTINO-ALTO ADIGE/SÜDTIROL
Capriana  ,75.60,TRENTINO-ALTO ADIGE/SÜDTIROL
Carisolo  ,69.19,TRENTINO-ALTO ADIGE/SÜDTIROL
Carzano  ,78.28,TRENTINO-ALTO ADIGE/SÜDTIROL
Castel Condino  ,79.81,TRENTINO-ALTO ADIGE/SÜDTIROL
Castel Ivano  ,75.26,TRENTINO-ALTO ADIGE/SÜDTIROL
Castello Tesino  ,77.36,TRENTINO-ALTO ADIGE/SÜDTIROL
Castello-Molina di Fiemme  ,74.21,TRENTINO-ALTO ADIGE/SÜDTIROL
Castelnuovo  ,74.12,TRENTINO-ALTO ADIGE/SÜDTIROL
Cavalese  ,71.43,TRENTINO-ALTO ADIGE/SÜDTIROL
Cavareno  ,75.46,TRENTINO-ALTO ADIGE/SÜDTIROL
Cavedago  ,74.15,TRENTINO-ALTO ADIGE/SÜDTIROL
Cavedine  ,76.12,TRENTINO-ALTO ADIGE/SÜDTIROL
Cavizzana  ,70.67,TRENTINO-ALTO ADIGE/SÜDTIROL
Cembra Lisignago  ,74.55,TRENTINO-ALTO ADIGE/SÜDTIROL
Cimone  ,78.78,TRENTINO-ALTO ADIGE/SÜDTIROL
Cinte Tesino  ,65.99,TRENTINO-ALTO ADIGE/SÜDTIROL
Cis  ,78.70,TRENTINO-ALTO ADIGE/SÜDTIROL
Civezzano  ,77.89,TRENTINO-ALTO ADIGE/SÜDTIROL
Cles  ,75.50,TRENTINO-ALTO ADIGE/SÜDTIROL
Comano Terme  ,74.02,TRENTINO-ALTO ADIGE/SÜDTIROL
Commezzadura  ,68.98,TRENTINO-ALTO ADIGE/SÜDTIROL
